text,intent,sentiment,product,plan,country,user_type
i am facing issues with my smart traffic,technical_support,neutral,iot,smart traffic,India,individual
my cloud service is not working properly,technical_support,negative,cloud,vm basic,Singapore,enterprise
my vm pro is not functioning correctly,technical_support,neutral,cloud,vm pro,Singapore,enterprise
i am facing issues with my fiber 300,technical_support,negative,broadband,fiber 300,USA,individual
the iotconnection is very dceelerate,technical_support,negative,iot,fleet iot,India,individual
the iot connection is very slow,technical_support,negative,iot,smart traffic,Thailand,individual
the broadband connexion is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
i am facing issues with my vm pro,technical_support,negative,cloud,vm pro,USA,enterprise
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
the boradbandconnection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,India,individual
my fiber 300 is not functioning correctly,technical_support,neutral,broadband,fiber 300,India,enterprise
i am facing issues with my vm enterprise,technical_support,neutral,cloud,vm enterprise,USA,individual
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
i am facing issues with my prepaid plus,technical_support,negative,mobile,prepaid plus,USA,enterprise
my smart parking is not functioning correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
my cloud service is not working properly,technical_support,negative,cloud,vm basic,Singapore,enterprise
my postpaid platinum is not fucntioning correctly,technical_support,neutral,mobile,postpaid platinum,Thailand,individual
the broadband connection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
there is a problem with my cloud service,technical_support,negative,cloud,vm basic,India,individual
i am facing issues with my postpaid silver,technical_support,negative,mobile,postpaid silver,India,enterprise
my mobile service is not working properly,technical_support,neutral,mobile,postpaid silver,Singapore,enterprise
the broadband connection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
my mobile service is not working properly,technical_support,negative,mobile,prepaid plus,Singapore,enterprise
my broadband service is notworking properly,technical_support,neutral,broadband,fiber 300,Singapore,individual
my cloud service is not working properly,technical_support,negative,cloud,storage 1tb,Thailand,individual
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
the broadband connection is very decelerate,technical_support,neutral,broadband,fiber 100,USA,enterprise
my fleet iotis non functioning correctly,technical_support,neutral,iot,fleet iot,Singapore,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 10tb,India,individual
the iot connection isvery slow,technical_support,negative,iot,smart parking,Singapore,individual
i am facing issues with my prepaid plus,technical_support,negative,mobile,prepaid plus,Singapore,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
the cloud connection is very slow,technical_support,negative,cloud,storage 1tb,India,individual
i am facing issues with my fiber 1gbps,technical_support,neutral,broadband,fiber 1gbps,Thailand,enterprise
my fiber 300 is not functioning correctly,technical_support,neutral,broadband,fiber 300,Singapore,individual
there is a problem with my cloud service,technical_support,neutral,cloud,storage 10tb,Thailand,enterprise
my fiber 1gbpsis not operation correctly,technical_support,negative,broadband,fiber 1gbps,USA,individual
i am facing issues with my prepaid plus,technical_support,negative,mobile,prepaid plus,USA,enterprise
the iot connection is very slow,technical_support,neutral,iot,fleet iot,Singapore,individual
i am facing issues with my fiber 300,technical_support,negative,broadband,fiber 300,USA,individual
i am facing issues with my smart traffic,technical_support,neutral,iot,smart traffic,India,individual
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
there is a problem with my cloud service,technical_support,neutral,cloud,storage 10tb,India,enterprise
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
i am facing issues with my smart traffic,technical_support,negative,iot,smart traffic,USA,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
there is a problem with my iot service,technical_support,neutral,iot,fleet iot,India,individual
my prepaid unlimited is not functioning correctly,technical_support,negative,mobile,prepaid unlimited,Singapore,individual
my storage 10tb is not functioning correctly,technical_support,neutral,cloud,storage 10tb,India,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
there is a problem with my broadband service,technical_support,negative,broadband,fiber 100,Thailand,individual
the iot connection is very slow,technical_support,negative,iot,smart parking,Singapore,individual
my prepaid asset is not functioning correctly,technical_support,neutral,mobile,prepaid plus,India,enterprise
the cloud connection is very slow,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 10tb,India,individual
there is a problem with my mobile service,technical_support,neutral,mobile,postpaid platinum,Singapore,enterprise
my iot service is not working properly,technical_support,negative,iot,smart parking,Singapore,individual
my mobile service is not workingdecently,technical_support,neutral,mobile,postpaid silver,Singapore,enterprise
there is a problem with my iot service,technical_support,neutral,iot,smart parking,India,individual
my fiber 300 is non functioning correctly,technical_support,neutral,broadband,fiber 300,Singapore,individual
my prepaid unlimited is not functioning correctly,technical_support,negative,mobile,prepaid unlimited,Singapore,individual
there is a problem with my iot service,technical_support,neutral,iot,smart traffic,Singapore,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
my postpaid platinum is not functioning correctly,technical_support,neutral,mobile,postpaid platinum,Thailand,individual
the cloud connection is very slow,technical_support,negative,cloud,vm enterprise,USA,individual
there is a problem with my cloud service,technical_support,neutral,cloud,storage 1tb,India,individual
i am facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
i am facing issues with my vm pro,technical_support,negative,cloud,vm pro,USA,enterprise
the mobile connection is very slow,technical_support,neutral,mobile,prepaid unlimited,Singapore,individual
my prepay plus is not functioning correctly,technical_support,neutral,mobile,prepaid plus,USA,enterprise
the cloud connection is very slow,technical_support,negative,cloud,storage 1tb,India,individual
the iot connectino is very slow,technical_support,negative,iot,fleet iot,India,individual
there is a problem with my cloud service,technical_support,neutral,cloud,storage 1tb,India,individual
the mobile connection is very decelerate,technical_support,neutral,mobile,prepaid unlimited,Singapore,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
the broadband connection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,Thailand,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
my prepay plus is not functioning correctly,technical_support,neutral,mobile,prepaid plus,India,enterprise
my cloud service is not working properly,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
the cloud connection is very slow,technical_support,neutral,cloud,vm enterprise,India,individual
my broadband service is not working edcently,technical_support,negative,broadband,fiber 100,India,individual
i am facing issues withmy smart traffic,technical_support,neutral,iot,smart traffic,India,individual
my iot service is not working properly,technical_support,negative,iot,smart parking,Singapore,individual
my smart parking is not functioning correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 10tb,Thailand,enterprise
i americium facing issues with mystorage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
there is aproblem with my iot service,technical_support,neutral,iot,smart parking,Singapore,individual
my postpaid platinum is not functioning correctly,technical_support,neutral,mobile,postpaid platinum,USA,enterprise
the iot connection is very slow,technical_support,neutral,iot,fleet iot,Singapore,individual
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
i am facing issues with my smart traffic,technical_support,negative,iot,smart traffic,USA,enterprise
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
the mobile connection is very slow,technical_support,neutral,mobile,prepaid unlimited,India,individual
i am facing issues with my smart traffci,technical_support,neutral,iot,smart traffic,India,individual
i am facing issues with my smart traffic,technical_support,negative,iot,smart traffic,Thailand,enterprise
my prepaid plus is not functioning correctly,technical_support,neutral,mobile,prepaid plus,USA,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
my broadband service is not workings properly,technical_support,neutral,broadband,fiber 300,Singapore,individual
my fiber 300 is not functioning correctly,technical_support,neutral,broadband,fiber 300,Singapore,individual
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
the cloud connection is very slow,technical_support,neutral,cloud,vm enterprise,USA,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,USA,individual
i am facing issues with my smart traffic,technical_support,negative,iot,smart traffic,Thailand,enterprise
my cloud service is not working properly,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
my broadband service is non working properly,technical_support,negative,broadband,fiber 100,Thailand,enterprise
my broadband service is non working properly,technical_support,neutral,broadband,fiber 300,Thailand,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,USA,individual
there is a problem with my iot service,technical_support,neutral,iot,smart parking,India,individual
my broadband serviceis not working decently,technical_support,negative,broadband,fiber 100,India,individual
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,USA,individual
the mobile connection is very slow,technical_support,neutral,mobile,prepaid unlimited,Singapore,individual
the iot connection is very slow,technical_support,neutral,iot,smart traffic,USA,individual
i am facing issues with my fiber 300,technical_support,negative,broadband,fiber 300,Thailand,individual
the mobile connection is very slow,technical_support,negative,mobile,postpaid platinum,USA,individual
i am facing issues with my vm pro,technical_support,negative,cloud,vm pro,USA,enterprise
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 10tb,India,individual
my cloud service isnot working properly,technical_support,negative,cloud,vm basic,Singapore,enterprise
thebroadband connexion is evry slow,technical_support,neutral,broadband,fiber 100,USA,enterprise
my vm pro is not functioning correctly,technical_support,neutral,cloud,vm pro,Singapore,enterprise
my prepaid plus is not functioning correctly,technical_support,neutral,mobile,prepaid plus,USA,enterprise
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
i am facing issues with my vm pro,technical_support,negative,cloud,vm pro,USA,enterprise
my fiber 300 is not functioning correctly,technical_support,negative,broadband,fiber 300,Thailand,individual
my vm pro is not functioning correctly,technical_support,neutral,cloud,vm pro,Singapore,enterprise
there is a problem with my iot service,technical_support,neutral,iot,smart parking,Singapore,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,Thailand,enterprise
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,India,individual
iodine am facing issues with my smart traffic,technical_support,negative,iot,smart traffic,USA,enterprise
the iot connection is very slow,technical_support,neutral,iot,smart traffic,USA,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 10tb,Thailand,enterprise
my prepaid plus is not functioning correctly,technical_support,neutral,mobile,prepaid plus,India,enterprise
i am facing issues with my fiber 1gbps,technical_support,neutral,broadband,fiber 1gbps,Thailand,enterprise
my vm basic is not functioning correctly,technical_support,negative,cloud,vm basic,USA,enterprise
my cloud service is not working properly,technical_support,negative,cloud,storage 1tb,Thailand,individual
my smart parking is not operation correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
my smart parking is notoperation correctly,technical_support,negative,iot,smart parking,India,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 300,USA,individual
my fibre 300is not functionnig correctly,technical_support,neutral,broadband,fiber 300,Singapore,individual
my fiber 300 is not functioning correctly,technical_support,negative,broadband,fiber 300,Thailand,individual
i am facing issues with my storage 10tb,technical_support,negative,cloud,storage 10tb,Thailand,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
the iot connection is very decelerate,technical_support,negative,iot,fleet iot,India,individual
my storage 10tb is not functioning correctly,technical_support,neutral,cloud,storage 10tb,India,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
i am facing issue with my prepaid plus,technical_support,negative,mobile,prepaid plus,USA,enterprise
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
the cloud connection is very slwo,technical_support,neutral,cloud,vm enterprise,USA,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,USA,enterprise
i am facing issues with my vm enterprise,technical_support,neutral,cloud,vm enterprise,India,individual
the cloud connection is very slow,technical_support,negative,cloud,storage 1tb,India,individual
i am facing issues with my prepaid plus,technical_support,negative,mobile,prepaid plus,Singapore,individual
my smart parking is not functioning correctly,technical_support,negative,iot,smart parking,India,individual
the cloud connection is veryslow,technical_support,negative,cloud,vm enterprise,India,enterprise
there is a problem with my mobile service,technical_support,negative,mobile,postpaid platinum,Thailand,enterprise
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
my fleet iot is not functioning correctly,technical_support,neutral,iot,fleet iot,Singapore,enterprise
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
i am facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
the iot connexion is evry slow,technical_support,neutral,iot,fleet iot,Singapore,individual
my smart parking is not functioning correctly,technical_support,negative,iot,smart parking,India,individual
my fiber 300 is not functioning correctly,technical_support,neutral,broadband,fiber 300,India,enterprise
the broadband connection is very slow,technical_support,neutral,broadband,fiber 100,USA,enterprise
the cloud connection is very slow,technical_support,negative,cloud,storage 1tb,India,individual
the broadband connection is very slow,technical_support,neutral,broadband,fiber 300,Thailand,individual
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,India,individual
my storage 1tb is not functioning correctly,technical_support,neutral,cloud,storage 1tb,Singapore,individual
my cloud service is not working properly,technical_support,negative,cloud,vm basic,USA,individual
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
my fiber 300 is not operation correctly,technical_support,neutral,broadband,fiber 300,Singapore,individual
there is a problem with my cloud service,technical_support,negative,cloud,vm basic,India,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 1gbps,USA,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
there is a problem with my mobile service,technical_support,negative,mobile,prepaid basic,Thailand,individual
my mobile service is not working properly,technical_support,neutral,mobile,postpaid silver,Singapore,enterprise
my smarting parking is not functioning correctly,technical_support,neutral,iot,smart parking,Singapore,enterprise
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,India,individual
there is a problem with my mobile service,technical_support,neutral,mobile,postpaid platinum,Singapore,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
iodine am facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
my vm basic is not functioning correctly,technical_support,negative,cloud,vm basic,USA,enterprise
there is a problem with my cloud service,technical_support,neutral,cloud,storage 1tb,India,individual
the broadband connection is very slow,technical_support,negative,broadband,fiber 1gbps,India,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 1gbps,USA,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,Thailand,enterprise
the mobile connection is very slow,technical_support,neutral,mobile,prepaid unlimited,Singapore,individual
the broadband connection is very slow,technical_support,neutral,broadband,fiber 100,USA,enterprise
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
there is a problem with my broadband service,technical_support,negative,broadband,fiber 100,Thailand,individual
my broadband service is not working properly,technical_support,neutral,broadband,fiber 100,India,individual
my iot service is not workingproperly,technical_support,negative,iot,smart parking,Singapore,individual
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
my mobile service is not working properly,technical_support,neutral,mobile,postpaid silver,Singapore,enterprise
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
i am facing issues with my postpaid silver,technical_support,negative,mobile,postpaid silver,India,enterprise
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
my fleet iot is not functioning correctly,technical_support,neutral,iot,fleet iot,Singapore,enterprise
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,Singapore,individual
there is a problem with my iot service,technical_support,neutral,iot,smart parking,India,individual
i am facing issues with my prepaid plus,technical_support,negative,mobile,prepaid plus,USA,enterprise
the iot connection is very slow,technical_support,negative,iot,smart traffic,Thailand,individual
the mobile connection is very slow,technical_support,negative,mobile,postpaid platinum,Singapore,enterprise
my storage 1tb is not functioning correctly,technical_support,neutral,cloud,storage 1tb,Singapore,individual
there is a problem with my mobile service,technical_support,neutral,mobile,postpaid platinum,Singapore,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,vm basic,India,individual
the cloud connection is very slow,technical_support,negative,cloud,vm enterprise,USA,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,USA,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
i am facing issues with my fiber 1gbps,technical_support,neutral,broadband,fiber 1gbps,Thailand,enterprise
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,India,individual
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
the mobile connection is very slow,technical_support,neutral,mobile,prepaid unlimited,Singapore,individual
there is a problem with my mobile service,technical_support,negative,mobile,postpaid platinum,Thailand,enterprise
thecloud connexion is very slow,technical_support,negative,cloud,vm enterprise,India,enterprise
the cloud connection is very slow,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 10tb,Thailand,enterprise
the cloud connection is very slow,technical_support,negative,cloud,vm enterprise,India,enterprise
the cluod connection is very slow,technical_support,negative,cloud,vm enterprise,India,enterprise
the broadband connection is very slow,technical_support,negative,broadband,fiber 100,Thailand,enterprise
iodine am facing issueswith my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
my postpaid platinum is not functioning correctly,technical_support,neutral,mobile,postpaid platinum,USA,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 300,USA,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 300,USA,individual
my mobile service isnot working properly,technical_support,neutral,mobile,postpaid silver,Singapore,enterprise
the iot connection is very slow,technical_support,negative,iot,smart parking,Singapore,individual
there is a problem with my cloud service,technical_support,neutral,cloud,storage 10tb,India,enterprise
my cloud service is not working properly,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
the iot connection is very slow,technical_support,negative,iot,smart traffic,Thailand,individual
the mobile connection is very slow,technical_support,neutral,mobile,prepaid unlimited,India,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,Thailand,enterprise
there is aproblem with my cloud service,technical_support,negative,cloud,vm basic,India,individual
i am facing issues with my fiber 1gbps,technical_support,neutral,broadband,fiber 1gbps,Thailand,enterprise
my postpaid platinum is not functioning right,technical_support,neutral,mobile,postpaid platinum,USA,enterprise
i am facing issues with my postpaid silver,technical_support,negative,mobile,postpaid silver,India,enterprise
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
myprepaid plsu is not operation correctly,technical_support,neutral,mobile,prepaid plus,India,enterprise
there is angstrom problem with mybroadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
i am facing issuewith my fiber 300,technical_support,negative,broadband,fiber 300,Thailand,individual
i am facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
i amfacing issue with my prepaid plsu,technical_support,negative,mobile,prepaid plus,Singapore,individual
there is a problem with my mobile service,technical_support,negative,mobile,prepaid basic,Thailand,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
there is a problem with my iot service,technical_support,neutral,iot,smart parking,India,individual
there is a problem with my iot service,technical_support,neutral,iot,smart traffic,Singapore,individual
my fiber 300 is not functioning correctly,technical_support,negative,broadband,fiber 300,Thailand,individual
i americium facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
the broadband connection is very slow,technical_support,neutral,broadband,fiber 100,USA,enterprise
there is a problem with my iot service,technical_support,neutral,iot,fleet iot,India,individual
my broadband service is not working properly,technical_support,negative,broadband,fiber 300,USA,individual
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
my mobile service is not working properly,technical_support,neutral,mobile,postpaid silver,Singapore,enterprise
i americium facing issues with mysmart traffic,technical_support,negative,iot,smart traffic,Thailand,enterprise
my broadband service is not working properly,technical_support,neutral,broadband,fiber 300,Singapore,individual
the cloud connection is very slow,technical_support,neutral,cloud,vm enterprise,USA,individual
i am facing issues with my postpaid platinum,technical_support,neutral,mobile,postpaid platinum,Singapore,individual
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
my prepaid unlimited is not functioning correctly,technical_support,negative,mobile,prepaid unlimited,Singapore,individual
my vm basic is not functioning correctly,technical_support,neutral,cloud,vm basic,Thailand,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,USA,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
i am facing issues with my smart traffic,technical_support,neutral,iot,smart traffic,India,individual
the broadband connection is very decelerate,technical_support,neutral,broadband,fiber 100,USA,enterprise
the cloud connection is very slow,technical_support,negative,cloud,vm enterprise,USA,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 10tb,Thailand,enterprise
my broadband service is not working properly,technical_support,neutral,broadband,fiber 100,India,individual
my broadband service is non working properly,technical_support,neutral,broadband,fiber 300,Thailand,enterprise
the cloud connection is very slow,technical_support,negative,cloud,vm enterprise,USA,individual
i am facing issues with my postpaid silver,technical_support,negative,mobile,postpaid silver,India,enterprise
my broadband service is not working properly,technical_support,negative,broadband,fiber 100,India,individual
my cluod service is not workingdecently,technical_support,negative,cloud,vm basic,Singapore,enterprise
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
the broadband connection is very slow,technical_support,neutral,broadband,fiber 100,USA,enterprise
the broadband connection is veryslow,technical_support,negative,broadband,fiber 100,Thailand,enterprise
i am facing issues with my prepaid plus,technical_support,negative,mobile,prepaid plus,USA,enterprise
iodine am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,Thailand,enterprise
my cloud service is not working properly,technical_support,negative,cloud,storage 1tb,Thailand,individual
my broadband serviec is not working properly,technical_support,negative,broadband,fiber 300,USA,individual
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
my fleet iot is not functioning correctly,technical_support,neutral,iot,fleet iot,Singapore,enterprise
i amfacing issue with my prepaid plus,technical_support,negative,mobile,prepaid plus,Singapore,individual
my fleet iot is not functioning correctly,technical_support,neutral,iot,fleet iot,Singapore,enterprise
the cloud connection is very slow,technical_support,neutral,cloud,vm enterprise,USA,individual
my broadband service is not working properly,technical_support,neutral,broadband,fiber 100,India,individual
my cloud service is not working properly,technical_support,negative,cloud,storage 1tb,Thailand,individual
my broadband service is not working properly,technical_support,neutral,broadband,fiber 300,Singapore,individual
myfleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
the mobile connection is very slow,technical_support,neutral,mobile,prepaid unlimited,Singapore,individual
the iotconnection is very slow,technical_support,neutral,iot,fleet iot,Singapore,individual
my cloud service is not working properly,technical_support,negative,cloud,storage 1tb,Thailand,individual
my prepaid plus is not functioning correctly,technical_support,neutral,mobile,prepaid plus,India,enterprise
there is a problem with my mobile service,technical_support,neutral,mobile,postpaid platinum,Singapore,enterprise
the cloud connection is very slow,technical_support,negative,cloud,vm enterprise,USA,individual
i americium facing issues with my vm enterprise,technical_support,neutral,cloud,vm enterprise,India,individual
there is a problem with my cloud service,technical_support,negative,cloud,storage 1tb,USA,individual
i am facing issues with my postpaid silver,technical_support,negative,mobile,postpaid silver,India,enterprise
mycloud service is not working properly,technical_support,negative,cloud,vm basic,Singapore,enterprise
i am facing issues with my vm enterprise,technical_support,neutral,cloud,vm enterprise,India,individual
my fleet iot is not functioning correctly,technical_support,neutral,iot,fleet iot,Singapore,enterprise
there is a problem with my broadband service,technical_support,negative,broadband,fiber 100,Thailand,individual
i am facing issues with my fleet iot,technical_support,negative,iot,fleet iot,USA,individual
my vm pro is not functioning correctly,technical_support,negative,cloud,vm pro,Thailand,enterprise
i am facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
i am facing issues with my prepaid plus,technical_support,negative,mobile,prepaid plus,Singapore,individual
my broadband service is not working properly,technical_support,neutral,broadband,fiber 300,Thailand,enterprise
the iot connection is very slow,technical_support,negative,iot,fleet iot,India,individual
my prepaid plus is not functioning right,technical_support,neutral,mobile,prepaid plus,India,enterprise
the mboile connection isvery slow,technical_support,neutral,mobile,prepaid unlimited,Singapore,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,USA,enterprise
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
my fibre 300 is not functioning correctly,technical_support,neutral,broadband,fiber 300,Singapore,individual
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 1gbps,India,individual
i am facing issues with my prepaid basic,technical_support,negative,mobile,prepaid basic,India,enterprise
the broadband connection is very slow,technical_support,neutral,broadband,fiber 300,Thailand,individual
my mobile serviceis not workings properly,technical_support,negative,mobile,prepaid plus,Singapore,enterprise
there is a problem with my cloud service,technical_support,neutral,cloud,storage 1tb,India,individual
my rboadband service is not working properly,technical_support,negative,broadband,fiber 1gbps,USA,individual
the moible connection isvery slow,technical_support,neutral,mobile,prepaid unlimited,India,individual
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
i am facing issues with my storage 10tb,technical_support,negative,cloud,storage 10tb,Thailand,individual
my mobile service is not working properly,technical_support,negative,mobile,prepaid plus,Singapore,enterprise
there is a problem with my broadband service,technical_support,neutral,broadband,fiber 300,India,enterprise
there is a problem with my cloud service,technical_support,neutral,cloud,storage 10tb,India,enterprise
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
i am facing issues with my fiber 300,technical_support,neutral,broadband,fiber 300,India,individual
there is a problem with my iot service,technical_support,neutral,iot,smart parking,Singapore,individual
i am facing issues with my fiber 300,technical_support,negative,broadband,fiber 300,USA,individual
the cloud connection is very slow,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
the broadband connection is very decelerate,technical_support,neutral,broadband,fiber 100,USA,enterprise
my storage 1tb is not functioning correctly,technical_support,negative,cloud,storage 1tb,Singapore,enterprise
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
my cloud service is not working properly,technical_support,negative,cloud,storage 10tb,Singapore,enterprise
i am facing issues with my storage 10tb,technical_support,neutral,cloud,storage 10tb,Singapore,enterprise
there is a problem with my mobile service,technical_support,negative,mobile,postpaid silver,Thailand,individual
there is a problem with my cloud service,technical_support,neutral,cloud,storage 1tb,India,individual
my fleet iot is not functioning correctly,technical_support,negative,iot,fleet iot,Thailand,individual
